Player,Team,COLLEGE,COUNTRY,DRAFT.YEAR,DRAFT.ROUND,DRAFT.NUMBER,GP,PTS,REB,AST,NETRTG,W,L,Min,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,DREB,TOV,STL,BLK,PF,DD2,TD3,X...,Dist..Miles.Off,Dist..Miles.Def,Avg.Speed.Off,Avg.Speed.Def,Deflections,Loose.Balls.Recovered,Charges.Drawn,Contested.2PT.Shots,Contested.3PT.Shots,Travel,DOUBLE.DRIBBLE,DISC..DRIBBLE,OFF..3.SEC,INBOUND,BACK..COURT,OFF...GLTND,PALMING,OFF..FOUL,DEF...3.SEC,CHARGE,KICKED.BALL,blessure,age_cat,height_cat,weight_cat
Quenton Jackson,IND,Texas A&M,USA,Undrafted,Undrafted,Undrafted,28,5.8,1.6,1.9,0.8,14,14,13.6,2.1,4.4,0.5,1.4,1.1,1.4,0.5,1.1,0.6,0.8,0.2,1.5,0,0,0,0.6,0.55,5.03,4.33,1.9,0.4,0,0.9,1.4,2,0,0,0,0,0,0,0,3,0,2,0,Non blessé,joueur expérimenté,moyen,léger
Quincy Olivari,LAL,Xavier,USA,Undrafted,Undrafted,Undrafted,2,1.5,0,0.5,-81.8,1,1,5.2,0.5,2.5,0.5,2.5,0,0,0,0,0.5,0,0,0,0,0,-9,0.24,0.19,4.67,4.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,petit,léger
Quinten Post,GSW,Boston College,Netherlands,2024,2,52,42,8.1,3.5,1.3,2.4,26,16,16.3,2.9,6.5,1.7,4.3,0.5,0.6,0.8,2.7,0.8,0.4,0.4,2,0,0,1,0.69,0.6,4.63,4.25,0.8,0.3,0,4.3,1.3,3,0,1,0,0,0,0,0,8,2,1,2,Non blessé,joueur mature,grand,lourd
Rayan Rupert,POR,None,France,2023,2,43,52,3,1.3,0.5,-9.2,23,29,8.8,1.1,2.7,0.3,1.1,0.4,0.6,0.5,0.8,0.6,0.3,0.1,0.7,1,0,-1.7,0.37,0.37,4.71,4.51,1.1,0.2,0.05,0.9,0.6,0,2,0,0,0,0,0,0,1,0,0,0,Non blessé,jeune joueur,moyen,léger
RayJ Dennis,IND,Baylor,USA,Undrafted,Undrafted,Undrafted,11,2.7,1.1,1.3,27.3,7,4,6.4,1,3,0.5,1.9,0.2,0.2,0.2,0.9,0.5,0.6,0.2,0.6,0,0,4,0.28,0.26,4.9,4.32,1.3,0.7,0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,petit,léger
Reece Beekman,BKN,Virginia,USA,Undrafted,Undrafted,Undrafted,36,2.6,1.1,1.8,-12,13,23,13,1,3,0.2,1.1,0.4,0.6,0.4,0.7,0.6,0.9,0.1,1,0,0,-3.3,0.55,0.5,4.76,4.12,2.1,0.3,0,0.4,0.6,0,0,0,0,0,0,0,0,0,1,0,0,blessure bas,joueur mature,petit,léger
Reed Sheppard,HOU,Kentucky,USA,2024,1,3,52,4.4,1.5,1.4,-2.7,30,22,12.6,1.6,4.6,0.9,2.7,0.3,0.3,0.3,1.2,0.7,0.7,0.3,1,0,0,-1,0.54,0.47,4.82,4.17,2,0.2,0,0.9,0.9,1,0,0,0,0,0,0,0,0,0,0,0,Non blessé,jeune joueur,petit,léger
Reggie Jackson,PHI,Boston College,USA,2011,1,24,31,4.4,1.4,1.5,-3.5,11,20,12.4,1.7,4.3,0.8,2.4,0.2,0.3,0.3,1.1,0.5,0.5,0.1,1.1,0,0,-0.6,0.49,0.42,4.36,3.76,0.9,0.3,0.04,1.1,1.2,1,0,1,0,0,0,0,0,2,0,1,0,Non blessé,joueur vétéran,petit,moyen
Richaun Holmes,WAS,Bowling Green,USA,2015,2,37,31,7.4,5.7,1.4,-4.3,9,22,17.2,2.9,4.5,0,0.1,1.6,1.9,2,3.7,0.7,0.3,0.7,1.6,3,0,-1.2,0.64,0.59,4.14,3.84,1,0.4,0,3.4,0.9,1,0,0,1,0,0,0,0,7,0,1,0,blessure haut,joueur vétéran,grand,lourd
Ricky Council IV,PHI,Arkansas,USA,Undrafted,Undrafted,Undrafted,73,7.3,2.9,1.3,-6.1,16,57,17.1,2.4,6.3,0.8,2.9,1.7,2.1,0.7,2.2,0.7,0.4,0.2,0.9,3,0,-2.2,0.73,0.61,4.69,4,1.3,0.3,0.02,0.9,1.1,4,0,1,0,1,1,0,0,8,0,4,1,Non blessé,joueur mature,moyen,moyen
Riley Minix,SAS,Morehead State,USA,Undrafted,Undrafted,Undrafted,1,0,2,0,0,0,1,6.8,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0.28,0.25,5.32,4.87,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,blessure haut,joueur mature,moyen,moyen
RJ Barrett,TOR,Duke,Canada,2019,1,3,58,21.1,6.3,5.4,-3.4,23,35,32.2,7.9,16.9,1.8,5.3,3.4,5.4,1.1,5.3,2.8,0.8,0.3,2.4,10,2,-2.4,1.34,1.19,4.78,3.99,2.4,0.6,0.05,2.5,2.3,7,0,0,0,0,0,0,0,6,0,2,0,Non blessé,joueur mature,moyen,moyen
Rob Dillingham,MIN,Kentucky,USA,2024,1,8,49,4.5,1,2,1.2,30,19,10.5,1.9,4.3,0.5,1.5,0.2,0.3,0.2,0.8,1.1,0.4,0,0.8,0,0,0.4,0.46,0.39,4.92,4.09,1,0.3,0,0.7,0.7,4,0,0,0,0,0,0,0,0,0,0,0,blessure bas,jeune joueur,petit,léger
Robert Williams III,POR,Texas A&M,USA,2018,1,27,20,5.8,5.9,1.1,-2,7,13,17.6,2.5,3.9,0.1,0.2,0.8,0.9,1.8,4.2,0.9,0.7,1.7,1.6,0,0,-0.9,0.68,0.61,4.34,3.85,1.7,0.3,0,3.7,1.5,0,0,0,0,0,0,0,0,5,0,2,0,blessure bas,joueur expérimenté,grand,lourd
Ron Harper Jr.,DET,Rutgers,USA,Undrafted,Undrafted,Undrafted,1,4,7,2,3.9,0,1,17,1,8,0,6,2,2,4,3,0,0,0,0,0,0,-1,0.64,0.63,4.09,3.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,moyen,moyen
Ronald Holland II,DET,None,USA,2024,1,5,81,6.4,2.7,1,-1,44,37,15.6,2.4,5.1,0.4,1.9,1.1,1.5,0.5,2.2,0.9,0.6,0.2,1.7,0,0,-0.7,0.62,0.6,4.45,4.27,1.2,0.5,0,0.8,0.8,3,1,1,0,0,2,0,0,8,0,5,2,Non blessé,jeune joueur,grand,moyen
Royce O'Neale,PHX,Baylor,USA,Undrafted,Undrafted,Undrafted,75,9.1,4.7,2.2,-4.2,33,42,24.5,3.2,7.6,2.4,5.9,0.3,0.3,0.7,3.9,0.9,0.9,0.5,2,1,0,-2.1,1.03,0.81,4.55,3.84,1.5,0.5,0,1.3,1.1,1,0,0,0,0,1,0,0,5,1,0,0,Non blessé,joueur vétéran,moyen,moyen
Rudy Gobert,MIN,None,France,2013,1,27,72,12,10.9,1.8,6.7,43,29,33.2,4.7,7.1,0,0,2.6,3.8,3.7,7.2,1.2,0.8,1.4,2.5,36,0,4.5,1.3,1.17,4.34,4.03,1.8,0.4,0.01,7.7,2.2,3,0,0,2,0,0,0,0,22,2,0,2,Non blessé,joueur vétéran,grand,lourd
Rui Hachimura,LAL,Gonzaga,Japan,2019,1,9,59,13.1,5,1.4,3.9,37,22,31.7,5,9.8,1.7,4.2,1.5,1.9,1.3,3.7,0.8,0.8,0.4,1.8,1,0,2.7,1.26,1.13,4.39,4.09,1.6,0.5,0.02,2.9,2.1,2,0,0,0,0,0,0,0,3,0,0,6,Non blessé,joueur expérimenté,grand,moyen
Russell Westbrook,DEN,UCLA,USA,2008,1,4,75,13.3,4.9,6.1,-0.6,43,32,27.9,5,11.1,1.3,3.9,2.1,3.1,1.4,3.6,3.2,1.4,0.5,2.5,13,4,-0.3,1.03,0.91,4.36,3.54,2.4,0.7,0.04,1.1,1.3,5,1,0,0,0,0,1,0,17,0,7,1,Non blessé,joueur vétéran,moyen,léger
Ryan Dunn,PHX,Virginia,USA,2024,1,28,74,6.9,3.6,0.8,-4.7,32,42,19.1,2.8,6.4,1.1,3.6,0.3,0.5,1.2,2.4,0.5,0.6,0.5,2.2,3,0,-2.3,0.8,0.74,4.6,4.5,1.3,0.4,0,2.4,2,3,0,0,0,0,0,0,0,7,0,3,1,Non blessé,jeune joueur,grand,moyen
Ryan Rollins,MIL,Toledo,USA,2022,2,44,56,6.2,1.9,1.9,5.4,30,26,14.6,2.4,4.8,0.9,2.1,0.6,0.8,0.4,1.6,0.9,0.8,0.3,1.6,1,0,1.5,0.6,0.58,4.65,4.44,1.7,0.4,0,1.3,1,1,0,0,0,0,1,0,0,6,0,1,0,Non blessé,jeune joueur,petit,léger
Sam Hauser,BOS,Virginia,USA,Undrafted,Undrafted,Undrafted,71,8.5,3.2,0.9,10,52,19,21.7,3,6.7,2.3,5.6,0.2,0.2,0.6,2.5,0.3,0.6,0.2,1.2,0,0,4.6,0.93,0.78,4.73,4.21,1.4,0.4,0.01,2.1,1,0,0,0,0,0,2,0,0,0,0,0,2,Non blessé,joueur expérimenté,moyen,moyen
Sam Merrill,CLE,Utah State,USA,2020,2,60,71,7.2,2.2,1.5,10.3,54,17,19.7,2.4,6,1.9,5.2,0.4,0.4,0.5,1.7,0.5,0.7,0.2,1.7,0,0,4.5,0.8,0.76,4.78,4.12,1.4,0.3,0.13,1.8,0.8,2,0,0,0,0,0,0,0,5,0,0,1,Non blessé,joueur expérimenté,moyen,léger
Sandro Mamukelashvili,SAS,Seton Hall,Georgia,2021,2,54,61,6.3,3.1,0.8,-1.4,23,38,11.2,2.3,4.6,1,2.6,0.7,1,1,2,0.4,0.3,0.3,1,2,0,-0.5,0.49,0.42,4.93,4.12,0.7,0.5,0,2.4,1.2,1,0,0,1,0,1,0,0,1,0,1,0,Non blessé,joueur mature,grand,lourd
Santi Aldama,MEM,Loyola-Maryland,Spain,2021,1,30,65,12.5,6.4,2.9,3.5,38,27,25.5,4.8,10,1.8,5,1,1.4,1.4,5,1.1,0.8,0.4,1.2,10,0,2.3,1.12,0.97,5.08,4.19,1.2,0.4,0.02,2.9,1.8,6,0,0,1,0,0,0,0,5,1,1,6,Non blessé,joueur mature,grand,moyen
Scoot Henderson,POR,None,USA,2023,1,3,66,12.7,3,5.1,-1.3,30,36,26.7,4.3,10.4,1.6,4.5,2.4,3.1,0.8,2.2,2.7,1,0.2,2.7,2,0,-0.6,1.08,1.03,4.62,4.21,2.7,0.7,0,1.1,1.6,5,1,0,0,0,0,0,1,12,1,4,0,blessure haut,jeune joueur,petit,moyen
Scottie Barnes,TOR,Florida State,USA,2021,1,4,65,19.3,7.7,5.8,-2.7,26,39,32.8,7.3,16.4,1.2,4.3,3.5,4.6,1.7,6,2.8,1.4,1,1.7,26,1,-2,1.33,1.21,4.72,3.94,2.3,0.8,0,3.3,2,7,1,0,0,0,2,0,0,16,1,5,7,Non blessé,joueur mature,moyen,lourd
Scotty Pippen Jr.,MEM,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,79,9.9,3.3,4.4,1.3,46,33,21.3,3.6,7.5,1.1,2.8,1.5,2.2,0.8,2.5,1.7,1.3,0.4,2.6,9,1,0.6,0.92,0.85,5.05,4.36,2.7,0.7,0.06,1,1.3,5,0,0,0,0,1,1,1,13,0,1,1,Non blessé,joueur mature,petit,léger
Seth Curry,CHA,Duke,USA,Undrafted,Undrafted,Undrafted,68,6.5,1.7,0.9,-8,17,51,15.6,2.4,5,1.2,2.7,0.5,0.6,0.4,1.3,0.5,0.4,0.1,0.9,0,0,-2.5,0.64,0.53,4.38,3.99,0.9,0.4,0.03,0.4,0.8,1,0,0,0,0,0,0,0,1,0,0,1,Non blessé,joueur vétéran,petit,léger
Shaedon Sharpe,POR,Kentucky,Canada,2022,1,7,72,18.5,4.5,2.8,-3,32,40,31.3,6.9,15.3,2,6.6,2.6,3.4,0.9,3.6,2.1,0.9,0.2,1.7,3,0,-1.9,1.27,1.12,4.56,4,1.2,0.5,0.03,1.3,1.8,2,1,0,0,0,1,2,0,8,1,4,0,blessure bas,jeune joueur,moyen,moyen
Shai Gilgeous-Alexander,OKC,Kentucky,Canada,2018,1,11,76,32.7,5,6.4,16.7,63,13,34.2,11.3,21.8,2.1,5.7,7.9,8.8,0.9,4.1,2.4,1.7,1,2.2,6,0,12.1,1.33,1.12,4.43,3.59,2.8,0.9,0.01,2.9,2.5,9,0,0,2,0,3,1,1,13,1,3,3,Non blessé,joueur expérimenté,moyen,léger
Shake Milton,LAL,Southern Methodist,USA,2018,2,54,57,5.5,1.8,1.8,-6.9,29,28,14.7,2,4.5,0.7,1.9,0.8,1,0.5,1.3,0.7,0.4,0.1,1.2,1,0,-2.1,0.6,0.5,4.3,4.04,1.2,0.2,0.09,0.7,0.8,0,0,0,0,1,0,0,0,3,0,1,0,Non blessé,joueur expérimenté,moyen,léger
Sidy Cissoko,POR,None,France,2023,2,44,22,1.5,1,0.7,2.1,11,11,5.2,0.6,1.4,0.1,0.6,0.1,0.4,0.4,0.6,0.5,0.1,0,0.5,0,0,0.4,0.21,0.18,4.51,3.73,0.6,0.6,0,0.6,0.6,0,0,0,0,0,0,0,1,0,0,0,0,Non blessé,jeune joueur,moyen,léger
Simone Fontecchio,DET,None,Italy,Undrafted,Undrafted,Undrafted,75,5.9,2.9,0.9,1.2,38,37,16.5,2,5,1,3,0.9,1.1,0.7,2.2,0.7,0.4,0.2,1.3,0,0,0.2,0.72,0.62,4.9,4.18,1.1,0.3,0.01,1.3,1.1,3,1,0,0,0,0,0,0,2,1,0,2,Non blessé,joueur expérimenté,moyen,moyen
Skal Labissiere,SAC,Kentucky,Haiti,2016,1,28,4,1.3,0.8,0.3,-13.2,2,2,3,0.5,1,0.3,0.3,0,0,0.3,0.5,0,0,0,0.3,0,0,-0.3,0.12,0.11,4.53,3.82,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,Non blessé,joueur expérimenté,grand,lourd
Spencer Dinwiddie,DAL,Colorado,USA,2014,2,38,79,11,2.6,4.4,-5,37,42,27,3.6,8.6,1.4,4.1,2.5,3.1,0.2,2.4,1.3,0.9,0.2,1.5,5,0,-2.8,1.01,0.85,4.14,3.57,1.2,0.4,0,1.5,1.6,4,1,1,0,0,0,0,0,12,0,4,0,Non blessé,joueur vétéran,moyen,moyen
Spencer Jones,DEN,Stanford,USA,Undrafted,Undrafted,Undrafted,20,1.3,0.9,0.3,-18,13,7,6.2,0.6,1.7,0.1,0.9,0.2,0.2,0.4,0.5,0.3,0.3,0.3,0.9,0,0,-2.3,0.27,0.24,4.81,4.29,0.8,0.3,0,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,moyen,moyen
Stanley Umude,MIL,Arkansas,USA,Undrafted,Undrafted,Undrafted,22,0.7,0.8,0.2,-10.1,15,7,3.9,0.2,1.2,0.1,0.7,0.1,0.2,0.2,0.6,0.1,0.1,0.3,0.4,0,0,-0.7,0.15,0.14,4.3,3.86,0.5,0.2,0,0.7,0.5,0,0,0,0,0,0,0,0,1,0,0,1,Non blessé,joueur expérimenté,moyen,moyen
Stephen Curry,GSW,Davidson,USA,2009,1,7,70,24.5,4.4,6,5.7,41,29,32.2,8.1,18,4.4,11.2,4,4.3,0.6,3.9,2.9,1.1,0.4,1.4,9,0,4.3,1.37,1.06,4.83,3.7,2.3,0.7,0.09,1.4,1.8,3,0,0,0,0,4,0,0,9,0,4,1,Non blessé,joueur vétéran,petit,léger
Stephon Castle,SAS,Connecticut,USA,2024,1,4,81,14.7,3.7,4.1,-4.7,33,48,26.7,5.2,12.2,1.2,4.1,3.1,4.2,1.1,2.6,2.2,0.9,0.3,2,6,0,-3,1.06,0.96,4.54,3.93,1.8,0.7,0,2.1,1.7,12,1,1,0,1,0,0,0,11,0,8,1,Non blessé,jeune joueur,moyen,moyen
Steven Adams,HOU,Pittsburgh,New Zealand,2013,1,12,58,3.9,5.6,1.1,9.4,38,20,13.7,1.6,2.9,0,0,0.7,1.6,2.9,2.8,0.9,0.4,0.5,1,3,0,3,0.54,0.46,4.22,3.9,0.7,0.5,0,3.2,0.9,0,0,0,2,0,0,1,0,7,2,0,2,Non blessé,joueur vétéran,grand,lourd
Svi Mykhailiuk,UTA,Kansas,Ukraine,2018,2,47,38,8.8,2.4,2,-7.4,6,32,20,3.1,7.9,1.8,5.3,0.7,0.9,0.6,1.8,1.4,0.5,0.2,1.1,0,0,-2.8,0.84,0.7,4.59,4.09,1.6,0.4,0,1.3,1.1,3,1,0,0,0,0,0,0,0,0,0,3,Non blessé,joueur expérimenté,moyen,léger
T.J. McConnell,IND,Arizona,USA,2015,Undrafted,Undrafted,79,9.1,2.4,4.4,-2.7,49,30,17.9,4.1,7.9,0.2,0.6,0.7,1,0.6,1.9,1.4,1.1,0.3,1,2,0,-0.7,0.81,0.72,5.12,4.46,2.1,0.5,0.1,0.6,1,4,1,0,0,0,1,0,0,1,0,1,0,Non blessé,joueur vétéran,petit,léger
Taj Gibson,CHA,Southern California,USA,2009,1,26,37,2.9,3.2,0.6,-13.8,10,27,11.1,1.3,2.6,0,0.1,0.3,0.5,1.4,1.9,0.7,0.2,0.5,1.5,1,0,-3.4,0.42,0.37,4.14,3.94,0.5,0.3,0.03,2.5,0.9,2,0,0,0,0,0,2,0,5,3,0,0,Non blessé,joueur vétéran,grand,moyen
Talen Horton-Tucker,CHI,Iowa State,USA,2019,2,46,58,6.5,1.7,1.4,1.7,26,32,12.5,2.3,5,0.7,2.1,1.2,1.7,0.3,1.4,0.7,0.4,0.2,1,0,0,0.3,0.5,0.45,4.76,3.77,1.1,0.2,0.04,0.9,1.5,5,0,0,0,0,0,0,0,6,0,5,2,Non blessé,joueur mature,moyen,lourd
Tari Eason,HOU,Louisiana State,USA,2022,1,17,57,12,6.4,1.5,5.6,36,21,24.9,4.8,9.8,1.1,3.2,1.4,1.8,2.2,4.1,1.1,1.7,0.9,2.4,6,0,2.5,1,0.89,4.4,4.03,2.4,0.9,0,3,1.9,8,0,0,0,0,1,2,0,9,0,5,2,Non blessé,joueur mature,grand,moyen
Taurean Prince,MIL,Baylor,USA,2016,1,12,80,8.2,3.6,1.9,-0.4,46,34,27.1,2.9,6.4,1.8,4.2,0.5,0.6,0.4,3.2,1,1,0.2,2.1,1,0,-0.3,1,0.95,4.17,3.99,1.9,0.3,0.05,1.2,1.2,7,0,1,0,0,0,0,0,4,0,0,7,Non blessé,joueur vétéran,moyen,moyen
Taylor Hendricks,UTA,Central Florida,USA,2023,1,9,3,4.7,5,0.7,-13.5,0,3,24.8,1.3,6,1,4,1,1.3,1.7,3.3,0.7,1.7,1.3,2.7,0,0,-7.3,1.03,0.94,4.36,4.56,2.7,0.7,0,2,1.3,0,0,0,0,0,0,0,0,0,0,0,1,blessure bas,jeune joueur,grand,moyen
Tazé Moore,POR,Houston,USA,Undrafted,Undrafted,Undrafted,2,3,4,0.5,-18.6,0,2,9.9,1,5,0.5,2,0.5,1,2,2,1,1,0,0,0,0,-3.5,0.41,0.4,4.53,4.47,2.5,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur expérimenté,moyen,léger
Terance Mann,ATL,Florida State,USA,2019,2,48,67,7.7,3,1.8,-2.3,37,30,21.1,3.1,6.2,0.9,2.4,0.7,1,1,2,0.7,0.7,0.2,1.9,0,0,-1.4,0.86,0.78,4.55,4.1,1.6,0.3,0,1.5,1.2,1,0,0,0,0,0,0,0,5,1,2,4,Non blessé,joueur expérimenté,moyen,moyen
Terence Davis,SAC,Mississippi,USA,Undrafted,Undrafted,Undrafted,1,0,1,1,-20,1,0,7.9,0,2,0,1,0,0,0,1,0,0,0,0,0,0,-3,0.32,0.23,4.17,2.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur expérimenté,moyen,léger
Terrence Shannon Jr.,MIN,Illinois,USA,2024,1,27,32,4.3,1.5,1,0.8,21,11,10.6,1.7,3.6,0.3,1,0.5,0.7,0.3,1.2,0.5,0.2,0.2,0.8,1,0,0.3,0.41,0.39,4.53,3.93,0.8,0.2,0,0.9,1.1,1,0,0,0,0,0,0,0,2,0,2,0,Non blessé,joueur mature,moyen,moyen
Terry Rozier,MIA,Louisville,USA,2015,1,16,64,10.6,3.7,2.6,-4.9,27,37,25.9,3.9,9.9,1.4,4.8,1.4,1.7,0.7,3,1.2,0.6,0.2,1.1,0,0,-2.2,1.08,0.96,4.61,4.19,1.1,0.6,0.03,1,1.8,2,0,0,0,0,2,0,0,10,0,3,1,blessure bas,joueur vétéran,petit,léger
Terry Taylor,SAC,Austin Peay,USA,Undrafted,Undrafted,Undrafted,3,0,0.3,0.7,64.3,1,2,2.1,0,0.3,0,0,0,0,0.3,0,0,0,0,0,0,0,3,0.07,0.08,3.69,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,moyen,moyen
Thomas Bryant,IND,Indiana,USA,2017,2,42,66,6.5,3.8,0.8,-3.5,44,22,14.6,2.5,4.9,0.7,2.2,0.8,1,1.3,2.5,0.5,0.4,0.6,1.2,1,0,-0.6,0.56,0.52,4.26,4,0.9,0.2,0.02,3.2,0.6,2,0,0,1,0,1,1,0,6,2,1,0,Non blessé,joueur expérimenté,grand,lourd
Tidjane Salaün,CHA,None,France,2024,1,6,60,5.9,4.7,1.2,-11.9,12,48,20.7,1.9,5.8,1,3.4,1.1,1.6,1.2,3.5,1,0.5,0.2,1.4,2,0,-5.4,0.91,0.75,4.73,4.19,1.2,0.3,0.07,1.4,1.2,6,0,0,0,0,0,0,0,10,1,5,1,Non blessé,jeune joueur,grand,moyen
Tim Hardaway Jr.,DET,Michigan,USA,2013,1,24,77,11,2.4,1.6,-0.5,41,36,28,3.6,8.8,2.2,5.9,1.6,1.9,0.2,2.1,0.6,0.5,0.1,1.2,0,0,0.3,1.06,0.99,4.28,3.93,0.8,0.4,0.24,1.6,1.9,2,0,0,0,0,1,0,0,4,0,0,1,Non blessé,joueur vétéran,moyen,léger
Tobias Harris,DET,Tennessee,USA,2011,1,19,73,13.7,5.9,2.2,3.9,40,33,31.6,5.3,11,1.2,3.6,2,2.3,0.9,5,1.2,1,0.8,1.9,5,0,2.6,1.23,1.1,4.38,3.89,1.6,0.5,0,2.6,2.3,5,0,0,0,0,0,0,0,15,1,3,0,Non blessé,joueur vétéran,grand,moyen
Tolu Smith,DET,Mississippi State,USA,Undrafted,Undrafted,Undrafted,1,14,8,0,12.9,0,1,22.4,6,9,0,0,2,3,4,4,2,0,0,3,0,0,7,0.82,0.85,4,3.82,0,0,0,5,3,1,0,0,0,0,0,0,0,1,0,0,0,Non blessé,joueur mature,grand,lourd
Tony Bradley,IND,North Carolina,USA,2017,1,28,14,4.4,3,0.4,19,11,3,8.1,2.1,3.2,0.1,0.2,0.1,0.4,1.3,1.7,0.4,0.1,0.6,0.8,1,0,3.1,0.32,0.31,4.49,4.09,0.9,0.2,0,2.9,0.7,0,0,0,0,0,0,0,0,2,0,0,0,Non blessé,joueur expérimenté,grand,lourd
Torrey Craig,BOS,South Carolina Upstate,USA,Undrafted,Undrafted,Undrafted,26,4.2,2.8,0.7,-5,16,10,12.1,1.5,3.5,0.9,2.5,0.3,0.5,1,1.8,0.3,0.3,0.5,1.3,0,0,-1.9,0.5,0.44,4.57,4.17,1.1,0.4,0.04,1,1.2,0,0,0,0,0,0,0,0,1,0,0,0,Non blessé,joueur vétéran,moyen,moyen
Tosan Evbuomwan,BKN,Princeton,United Kingdom,Undrafted,Undrafted,Undrafted,28,9.5,4.3,2,-5,8,20,23.7,3.4,7.9,0.9,2.8,2,2.6,1.1,3.1,1.4,0.9,0.4,2,0,0,-2.4,1,0.88,4.73,4.1,1.8,0.4,0.07,2.9,1.5,3,0,0,0,0,0,0,0,5,0,2,2,Non blessé,joueur mature,moyen,moyen
Toumani Camara,POR,Dayton,Belgium,2023,2,52,78,11.3,5.8,2.2,-1.8,33,45,32.7,4.2,9.2,1.7,4.6,1.2,1.6,2.2,3.6,1.4,1.5,0.6,2.9,4,0,-1.5,1.34,1.32,4.66,4.49,2.7,0.8,0.4,3.1,1.9,6,0,0,0,0,2,2,1,17,0,9,10,Non blessé,joueur mature,moyen,moyen
Trae Young,ATL,Oklahoma,USA,2018,1,5,76,24.2,3.1,11.6,0.6,36,40,36,7.4,18.1,2.9,8.4,6.5,7.4,0.5,2.6,4.7,1.2,0.2,1.9,51,0,0.4,1.43,1.18,4.64,3.51,2,0.6,0.07,0.4,1.2,13,2,1,0,0,0,0,1,10,0,2,1,Non blessé,joueur expérimenté,petit,léger
Trayce Jackson-Davis,GSW,Indiana,USA,2023,2,57,62,6.6,5,1.7,-3.5,33,29,15.6,2.8,4.9,0,0,1,1.6,2,3,0.7,0.4,0.6,1.2,4,0,-1,0.63,0.57,4.53,4.17,0.8,0.4,0,4.2,1.5,0,0,0,1,0,0,0,0,16,1,2,0,Non blessé,joueur mature,grand,lourd
Tre Jones,CHI,Duke,USA,2020,2,41,46,7.2,2.5,4.2,-1.5,21,25,19.7,2.8,5.2,0.4,1,1.2,1.5,0.7,1.8,0.8,0.8,0.2,1.2,1,0,-0.7,0.83,0.75,4.89,4.13,1.5,0.4,0.07,0.8,0.8,1,0,0,0,0,0,0,0,3,0,0,1,blessure bas,joueur mature,petit,léger
Tre Mann,CHA,Florida,USA,2021,1,18,13,14.1,2.9,3,-7.3,6,7,24.5,5.4,12.4,1.8,4.6,1.5,1.6,0.9,2,1.9,0.5,0.3,1.8,0,0,-4.2,1.08,0.85,4.74,3.96,1.2,0.5,0,1.5,1.4,0,0,0,0,0,0,0,0,4,0,0,0,Non blessé,joueur mature,petit,léger
Trendon Watford,BKN,Louisiana State,USA,Undrafted,Undrafted,Undrafted,44,10.2,3.6,2.6,-4.4,16,28,20.7,3.7,8,0.7,2,2.1,2.8,0.8,2.8,1.9,0.6,0.3,2.2,1,0,-1.5,0.85,0.7,4.41,3.88,1.4,0.4,0.07,2,1.8,8,0,0,0,0,0,0,1,15,4,3,3,Non blessé,joueur mature,grand,lourd
Trentyn Flowers,LAC,None,USA,Undrafted,Undrafted,Undrafted,6,1.8,0.7,0,-13.2,4,2,4.4,0.7,1.8,0,0.3,0.5,0.5,0.2,0.5,0.2,0,0,0.7,0,0,-1,0.18,0.16,4.32,4.24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,jeune joueur,grand,léger
Trevelin Queen,ORL,New Mexico State,USA,Undrafted,Undrafted,Undrafted,31,4.9,1.7,1.2,-9.2,15,16,13.9,1.8,4.7,0.7,2.5,0.6,0.7,0.8,0.9,0.7,1,0.3,1.2,0,0,-2.8,0.56,0.51,4.42,4.15,3,0.5,0,2,1.4,0,0,0,0,0,0,0,0,1,0,1,1,Non blessé,joueur expérimenté,moyen,léger
Trey Alexander,DEN,Creighton,USA,Undrafted,Undrafted,Undrafted,24,1.3,0.5,0.5,-10.9,14,10,4.9,0.5,1.7,0.1,0.7,0.1,0.2,0,0.5,0.2,0.1,0,0.4,0,0,-1,0.22,0.17,4.8,3.92,0.6,0.1,0,0.8,0.4,1,0,0,0,0,0,0,0,2,0,0,1,Non blessé,jeune joueur,moyen,léger
Trey Jemison III,LAL,Alabama-Birmingham,USA,Undrafted,Undrafted,Undrafted,38,2.5,2.8,0.4,-2.2,17,21,10.3,1.1,1.9,0,0,0.3,0.9,1.2,1.6,0.6,0.2,0.4,1.8,0,0,-0.5,0.43,0.38,4.52,4.14,0.7,0.3,0,2.3,1.2,1,0,0,0,0,0,0,0,10,2,3,1,Non blessé,joueur mature,grand,lourd
